Business Name,Phone,Website,Address,Search Term,Search State(s),Timestamp,Status
Paramount Lawn + Landscape,(513) 984-5200,https://www.paramountlandscaping.com/,"8900 Glendale Milford Rd, Loveland, OH 45140, United States",Landscaping,Ohio,2025-05-23 16:23:24,Already Harvested
Brockhage Landscape Co,(513) 561-6260,https://www.brockhagelandscape.com/,"7726 Laurel Ave, Cincinnati, OH 45243, United States",Landscaping,Ohio,2025-05-23 16:23:24,Already Harvested
J R Thomas Landscaping Inc,(513) 677-4340,http://jrthomaslandscaping.com/,"10464 OH-48, Loveland, OH 45140, United States",Landscaping,Ohio,2025-05-23 16:23:24,Already Harvested
Must Lawn & Landscape LLC,(513) 288-7611,https://www.mustlawncare.com/,"5055 Eagles View, Cincinnati, OH 45244, United States",Landscaping,Ohio,2025-05-23 16:23:24,Already Harvested
Kissel Landscaping,(513) 892-0141,http://kissellandscaping.com/,"10660 Evendale Dr, Cincinnati, OH 45241, United States",Landscaping,Ohio,2025-05-23 16:23:24,Already Harvested
Dirt Cheap Lawn and Landscape,(517) 902-1038,,"323 Lawrence St, Adrian, MI 49221, United States",Landscaping,Michigan,2025-05-23 16:23:25,New
Smith's Nursery & Landscaping,(517) 265-7311,http://www.smithsnurseryandlandscape.com/,"2725 Bent Oak Ave, Adrian, MI 49221, United States",Landscaping,Michigan,2025-05-23 16:23:26,New
Beaubien Landscape Development,(517) 265-2430,http://www.beaubienlandscape.com/,"3270 N Adrian Hwy, Adrian, MI 49221, United States",Landscaping,Michigan,2025-05-23 16:23:26,New
"VanErt's, LLC",(517) 265-5423,https://vanerts.net/,"1506 Sutton Rd, Adrian, MI 49221, United States",Landscaping,Michigan,2025-05-23 16:23:26,Already Harvested
Underwood Nursery,(517) 265-2481,https://www.underwoodsnursery.com/,"4373 N Adrian Hwy M-52, Adrian, MI 49221, United States",Landscaping,Michigan,2025-05-23 16:23:26,New
Stratton's Landscaping & Mini,(517) 265-7267,http://www.strattonslandscaping.com/,"3109 N Adrian Hwy, Adrian, MI 49221, United States",Landscaping,Michigan,2025-05-23 16:23:26,New
Pro-Stripe Lawn Care,(517) 260-8304,https://www.prostripelawncare.com/,"3285 W Cadmus Rd, Adrian, MI 49221, United States",Landscaping,Michigan,2025-05-23 16:23:26,New
Green Borders Inc.,(517) 467-2211,http://greenborders.net/,"10685 Rome Rd, Adrian, MI 49221, United States",Landscaping,Michigan,2025-05-23 16:23:26,New
Madison Garden Center- Formerly Barrett's Showplace Gardens,(517) 263-2660,https://barrettsadrian.com/,"1033 W Beecher St, Adrian, MI 49221, United States",Landscaping,Michigan,2025-05-23 16:23:26,New
Cooper's Lawn Care LLC,(517) 920-1080,http://www.cooperslawncarellc.com/,"5810 Plank Rd, Adrian, MI 49221, United States",Landscaping,Michigan,2025-05-23 16:23:27,New
Hampshire Lawn and Garden,(517) 424-1400,http://www.hampshirelawn.com/,"7516 N Adrian Hwy, Tecumseh, MI 49286, United States",Landscaping,Michigan,2025-05-23 16:23:27,New
Arrowhead Lawn Care,(517) 759-2718,,"1308 Oakwood Rd, Adrian, MI 49221, United States",Landscaping,Michigan,2025-05-23 16:23:27,New
E @ J Lawn Care,(517) 260-4426,,"1090 Church St, Adrian, MI 49221, United States",Landscaping,Michigan,2025-05-23 16:23:27,New
Starnes Lawn and Landscaping,(419) 766-9616,,"8649 Woerner Rd, Adrian, MI 49221, United States",Landscaping,Michigan,2025-05-23 16:23:27,New
F&S LANDSCAPE INC.,(517) 424-1910,https://www.facebook.com/FSLandscapeInc/,"810 S Maumee St, Tecumseh, MI 49286, United States",Landscaping,Michigan,2025-05-23 16:23:27,New
Gallant & Son Small Engines,(517) 263-1998,http://gallantandson.com/,"801-803 N Main St, Adrian, MI 49221, United States",Landscaping,Michigan,2025-05-23 16:23:27,New
"Potter's Lawn Care, LLC",(517) 812-9255,https://www.potterslawncare.org/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=11183237744200751887,"13900 Hutchison Rd, Albion, MI 49224, United States",Landscaping,Michigan,2025-05-23 16:23:28,New
Diamond Cut Lawn & Snow,(517) 960-5234,https://www.diamondcutlawnsnow.com/,"6929 30 Mile Rd, Albion, MI 49224, United States",Landscaping,Michigan,2025-05-23 16:23:28,New
Aarora Lights Nursery Landscaping & Tree Service,(269) 924-7572,https://aaroralightsnursery.com/,"1201 3rd St, Albion, MI 49224, United States",Landscaping,Michigan,2025-05-23 16:23:28,New
Carr Bros & Sons Inc,(517) 629-3549,http://www.carrbrothersandsons.com/,"14555 Elm Row Rd, Albion, MI 49224, United States",Landscaping,Michigan,2025-05-23 16:23:29,Already Harvested
"Carr Brothers & Sons, Inc.",(517) 531-3058,,"13613 Erie Rd, Albion, MI 49224, United States",Landscaping,Michigan,2025-05-23 16:23:29,New
J.A.J Local Lawncare service,(517) 554-7380,,"E Chestnut St, Albion, MI 49224, United States",Landscaping,Michigan,2025-05-23 16:23:29,New
Wilcox Lawn & Landscaping,(517) 529-4550,http://wilcoxlawnandlandscaping.com/,"3027 Blue Ridge Rd, Clarklake, MI 49234, United States",Landscaping,Michigan,2025-05-23 16:23:29,New
Jolly Green Junction & UHaul Rental Center/Stor-Mor Shed Dealer/Whistle Stop Christmas Shop,(517) 629-6546,,"28069 C-Drive N, Albion, MI 49224, United States",Landscaping,Michigan,2025-05-23 16:23:29,New
"Emerald Outdoor, LLC",(517) 750-5296,http://www.emeraldoutdoor.net/,"6018 Rives Junction Rd, Jackson, MI 49201, United States",Landscaping,Michigan,2025-05-23 16:23:29,New
Peak Landscape LLC,(517) 740-2458,,"4621 Moscow Rd, Spring Arbor, MI 49283, United States",Landscaping,Michigan,2025-05-23 16:23:29,New
Albion Community Gardens,(517) 629-5618,https://www.facebook.com/groups/135414553186870/,"1009 Jefferson St, Albion, MI 49224, United States",Landscaping,Michigan,2025-05-23 16:23:29,New
JQLS Lawn & Landscape,(313) 381-6848,https://www.facebook.com/pages/JQLS-Lawn-Landscape-Inc/113581392005718,"15761 Harrison Ave, Allen Park, MI 48101, United States",Landscaping,Michigan,2025-05-23 16:23:30,New
JM Landscaping LLC,(313) 715-9534,https://jmlandscapingllc.us/,"3608 Caryn St, Melvindale, MI 48122, United States",Landscaping,Michigan,2025-05-23 16:23:31,New
Allen Park Lawn & Snow LLC,(313) 382-0521,http://www.allenparklawnandsnow.com/,"17006 Ecorse Rd, Allen Park, MI 48101, United States",Landscaping,Michigan,2025-05-23 16:23:31,New
Allen Park Lawn and Snow,(313) 382-0521,http://www.allenparklawnandsnow.com/,"6800 Roosevelt Ave, Allen Park, MI 48101, United States",Landscaping,Michigan,2025-05-23 16:23:31,New
Panetta's Landscape Supplies,(313) 291-3880,http://www.panettasupply.com/,"20200 Goddard Rd, Taylor, MI 48180, United States",Landscaping,Michigan,2025-05-23 16:23:31,New
Pure Perfection Lawn Care,(866) 846-7053,https://pureperfectionlawncare.com/?utm_campaign=gmb,"8225 Allen Rd, Allen Park, MI 48101, United States",Landscaping,Michigan,2025-05-23 16:23:31,New
EZ Landscaping & Paving,(313) 784-0902,https://ezlandscapingpaving.com/,"1864 Southfield Rd, Lincoln Park, MI 48146, United States",Landscaping,Michigan,2025-05-23 16:23:31,New
GLC Landscaping & Pools,(734) 767-0315,https://www.glclandscapinginc.com/,"28309 Arsenal Rd, Flat Rock, MI 48134, United States",Landscaping,Michigan,2025-05-23 16:23:31,New
"Budget Lawn Service, Inc.",(313) 383-0048,,"15704 Aster Ave, Allen Park, MI 48101, United States",Landscaping,Michigan,2025-05-23 16:23:31,New
Big V Landscaping,(313) 386-2975,,"15229 Regina Ave, Allen Park, MI 48101, United States",Landscaping,Michigan,2025-05-23 16:23:31,New
Lawns+,(313) 900-2156,https://lawnsplus.com/,"2410 Rose St, Melvindale, MI 48122, United States",Landscaping,Michigan,2025-05-23 16:23:32,New
Alvarez Brothers Landscaping,(313) 306-9218,https://thealvarezbrotherslandscaping.com/,"17410 Mack Ave: #1039, Grosse Pointe Woods, MI 48230, United States",Landscaping,Michigan,2025-05-23 16:23:32,New
McGregor's Landscape,(734) 288-0230,https://www.downriverlandscaping.com/?utm_source=GMBListing&utm_medium=organic,"18700 Quarry Rd, Riverview, MI 48193, United States",Landscaping,Michigan,2025-05-23 16:23:32,New
Massab Acres Greenhouse & Farm,(313) 291-4505,http://www.massabacresgreenhouse.com/,"8350 Pardee Rd, Taylor, MI 48180, United States",Landscaping,Michigan,2025-05-23 16:23:32,New
Royalty Lawn and Snow,(616) 308-2636,http://royaltylawnandsnow.com/,"8454 Lake Michigan Dr Suite 200, Allendale, MI 49401, United States",Landscaping,Michigan,2025-05-23 16:23:35,New
Carter's Cuts Lawncare & Landscaping,(616) 403-8207,,"10872 Mary Elizabeth Dr, Allendale, MI 49401, United States",Landscaping,Michigan,2025-05-23 16:23:35,New
AK Lawn and Snow,(616) 322-8606,https://aklawn.net/,"10945 Creekside Dr, Allendale, MI 49401, United States",Landscaping,Michigan,2025-05-23 16:23:35,New
Straight edge landscape,(616) 422-3722,,"8131 Warner St, Allendale, MI 49401, United States",Landscaping,Michigan,2025-05-23 16:23:35,New
"ClearBrook Landscaping & Lawncare, LLC",(616) 366-7032,http://clearbrooklandscape.com/,"7635 96th Ave, Zeeland, MI 49464, United States",Landscaping,Michigan,2025-05-23 16:23:35,New
Grzy Lawn Care LLC,(616) 500-7322,https://grzylawncare.jobbersites.com/,"78th Ave, Allendale, MI 49401, United States",Landscaping,Michigan,2025-05-23 16:23:35,New
Augusta Lawn Care Services of Hudsonville,(616) 600-8711,https://www.augustalawncareservices.com/hudsonville,"5260 Edgewater Dr, Allendale, MI 49401, United States",Landscaping,Michigan,2025-05-23 16:23:36,New
Mow & Grow Lawncare Service,(616) 773-0283,https://mowandgrow11.wixsite.com/mow---grow,"10783 60th Ave, Allendale, MI 49401, United States",Landscaping,Michigan,2025-05-23 16:23:36,New
Koetje Landscaping LLC,(616) 437-6424,http://koetjelandscaping.com/,"1871 Luce St SW, Grand Rapids, MI 49534, United States",Landscaping,Michigan,2025-05-23 16:23:36,New
Cedar Ridge Lawn Care and Snowplowing LLC,(616) 886-9168,,"9409 Dakota Dr, Allendale, MI 49401, United States",Landscaping,Michigan,2025-05-23 16:23:36,New
Fresh Cuts Lawn Care and Landscaping LLC,(616) 970-7800,http://www.freshcutslawncareandlandscaping.com/,"2130 Wilson Ave NW, Grand Rapids, MI 49534, United States",Landscaping,Michigan,2025-05-23 16:23:36,New
Happy Gardens Plant Nursery,(616) 282-9264,http://www.myhappyplantnursery.com/,"11231 92nd Ave, Allendale, MI 49401, United States",Landscaping,Michigan,2025-05-23 16:23:36,New
Grand Rapids Reliable Lawn Service,(616) 570-3797,https://grandrapidslawnservice.com/,"4144 Doxee Dr, Allendale, MI 49401, United States",Landscaping,Michigan,2025-05-23 16:23:36,New
Borst Landscape & Design,(201) 254-5911,https://www.borstlandscape.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp-listing,"260 W Crescent Ave, Allendale, NJ 07401, United States",Landscaping,Michigan,2025-05-23 16:23:36,New
Gritters Lawn and Landscape LLC,(616) 307-2535,https://gritterslawnandlandscape.squarespace.com/,"8544 40th Ave, Georgetown Township, MI 49428, United States",Landscaping,Michigan,2025-05-23 16:23:37,New
"KGT Landscapes, Inc.",(866) 384-4548,http://kgtlandscapes.com/,"5425 Lake Michigan Dr #1, Allendale, MI 49401, United States",Landscaping,Michigan,2025-05-23 16:23:37,New
Countryside Greenhouse,(616) 895-5000,http://www.countrysidegreenhouse.com/,"9050 Lake Michigan Dr, Allendale, MI 49401, United States",Landscaping,Michigan,2025-05-23 16:23:37,New
"Quality Lawncare, Landscaping, and Snowplowing",(616) 406-4490,https://qlcofmichigan.com/,"2900 48th Ave, Hudsonville, MI 49426, United States",Landscaping,Michigan,2025-05-23 16:23:37,New
DeHamer Landscaping,(616) 532-0645,https://www.dehamerlandscaping.com/,"4390 64th St SW, Grandville, MI 49418, United States",Landscaping,Michigan,2025-05-23 16:23:37,New
Bigelow Outdoor Services LLC,(616) 540-6102,http://www.bigelowbos.com/,"2785 Arthur St E, Coopersville, MI 49404, United States",Landscaping,Michigan,2025-05-23 16:23:37,New
Green Side Up,(989) 463-3995,http://www.greensideupalma.com/,"806 Francisco Ave, Alma, MI 48801, United States",Landscaping,Michigan,2025-05-23 16:23:38,New
Oiler’s Lawn Care LLC,(989) 293-8555,,"107 Grant Ave, Alma, MI 48801, United States",Landscaping,Michigan,2025-05-23 16:23:38,New
Leadership Lawn Care,(269) 804-2447,https://www.facebook.com/profile.php?id=61556784850937&mibextid=LQQJ4d,"107 Cedar Ave, Alma, MI 48801, United States",Landscaping,Michigan,2025-05-23 16:23:38,New
Twin Lawn,(989) 681-4317,https://twinlawn.com/,"6660 N State Rd, St. Louis, MI 48880, United States",Landscaping,Michigan,2025-05-23 16:23:38,New
Premier Property Maintenance,(989) 681-8445,http://premierstlouis.com/,"902 Michigan Ave, St. Louis, MI 48880, United States",Landscaping,Michigan,2025-05-23 16:23:39,New
Walmart Patio & Garden Services,(833) 600-0406,https://www.walmart.com/store/1422-alma-mi/patio-garden-services,"7700 N Alger Rd, Alma, MI 48801, United States",Landscaping,Michigan,2025-05-23 16:23:39,New
Cutting Edge Outdoor Solutions,(989) 954-9191,http://www.ceoutdoorsolutionsmi.com/,"708 E South St, Ithaca, MI 48847, United States",Landscaping,Michigan,2025-05-23 16:23:39,New
Green Scene Landscaping,(989) 772-0430,http://greenscenelandscaping.com/contact-us/,"954 E Remus Rd, Mt Pleasant, MI 48858, United States",Landscaping,Michigan,2025-05-23 16:23:39,New
Family Farm & Home,(989) 463-9400,http://www.familyfarmandhome.com/,"7600 N Alger Rd, Alma, MI 48801, United States",Landscaping,Michigan,2025-05-23 16:23:39,New
Walmart Garden Center,(989) 463-6770,https://www.walmart.com/store/1422-alma-mi/patio-garden-services/,"7700 N Alger Rd, Alma, MI 48801, United States",Landscaping,Michigan,2025-05-23 16:23:39,New
Northern Landscape & Design LLC,(989) 464-6974,https://northernlandscapedesignllc.com/,"213 Pollard Dr, Alpena, MI 49707, United States",Landscaping,Michigan,2025-05-23 16:23:40,New
"Alpena Landscape Supply and Services, LLC",(989) 340-2333,,"516 Robbin Ave, Alpena, MI 49707, United States",Landscaping,Michigan,2025-05-23 16:23:40,New
FAIR & SQUARE TREE SERVICE LLC,(989) 464-0911,http://www.facebook.com/alpenalawncare/,"2443 E Lacomb Rd, Alpena, MI 49707, United States",Landscaping,Michigan,2025-05-23 16:23:40,New
Property Preservation Specialists Llc.,(989) 335-1918,https://www.ppsalpena.com/,"1100 U.S. 23 N, Alpena, MI 49707, United States",Landscaping,Michigan,2025-05-23 16:23:40,New
"A-1 Tree Service, LLC",(989) 354-5707,https://a1-treeservice.com/,"7437 Wallace Rd, Alpena, MI 49707, United States",Landscaping,Michigan,2025-05-23 16:23:41,New
Pratt Scape Llc,(989) 354-3200,https://www.prattscape.com/,"2382 US-23, Alpena, MI 49707, United States",Landscaping,Michigan,2025-05-23 16:23:41,New
Bedrock Contracting & Excavating,(989) 358-2400,http://bedrockcon.com/,"2040 W Hamilton Rd, Alpena, MI 49707, United States",Landscaping,Michigan,2025-05-23 16:23:41,Already Harvested
Garden Center at Tractor Supply,(989) 358-8933,https://www.tractorsupply.com/tsc/store_Alpena-MI-49707_630,"310 N Ripley Blvd, Alpena, MI 49707, United States",Landscaping,Michigan,2025-05-23 16:23:41,New
Garpiel Group,(989) 797-4749,https://www.garpielgroup.com/,"3161 Carrollton Rd, Saginaw, MI 48604, United States",Landscaping,Michigan,2025-05-23 16:23:41,New
Specification Stone Products,(989) 354-3502,http://edwclevy.com/,"1009 Long Lake Rd, Alpena, MI 49707, United States",Landscaping,Michigan,2025-05-23 16:23:41,New
Haglund's By The Bay,(989) 354-2713,,"2612 US-23, Alpena, MI 49707, United States",Landscaping,Michigan,2025-05-23 16:23:41,New
C&C Excavating of Alpena LLC,(989) 657-0811,http://www.alpenaasphalt.com/,"6859 Dietz Rd, Alpena, MI 49707, United States",Landscaping,Michigan,2025-05-23 16:23:41,Already Harvested
Building Express,(989) 358-0808,http://www.buildingexpress.net/,"4170 US-23, Alpena, MI 49707, United States",Landscaping,Michigan,2025-05-23 16:23:42,Already Harvested
Environmental Excavating & Contracting Inc,(989) 356-1161,http://environmentalexcavatingmi.com/,"3555 M-32, Alpena, MI 49707, United States",Landscaping,Michigan,2025-05-23 16:23:42,New
SRM Concrete,(989) 356-5156,https://www.smyrnareadymix.com/,"400 Commerce Dr, Alpena, MI 49707, United States",Landscaping,Michigan,2025-05-23 16:23:42,New
Alpena City Public Works,(989) 354-1780,https://www.alpena.mi.us/departments/public_works_department/index.php,"1001 Long Lake Rd, Alpena, MI 49707, United States",Landscaping,Michigan,2025-05-23 16:23:42,New
L.H Landscaping LLC,(734) 686-4947,http://www.lh-landscaping.com/,"6655 Jackson Rd, Ann Arbor, MI 48103, United States",Landscaping,Michigan,2025-05-23 16:23:45,New
"Twin Oaks Landscape, Inc.",(734) 213-6911,http://www.twinoakslandscape.biz/,"4100 S Maple Rd, Ann Arbor, MI 48108, United States",Landscaping,Michigan,2025-05-23 16:23:45,New
KB Landscaping & Snow Removal,(734) 216-3291,https://www.kahalabrothers.com/,"3890 Trade Center Dr, Ann Arbor, MI 48108, United States",Landscaping,Michigan,2025-05-23 16:23:45,New
Burns Lawn Care & Landscaping Inc.,(734) 323-0214,https://www.burnslcl.com/contact-us.html,"2650 W Arbor Rd, Ann Arbor, MI 48103, United States",Landscaping,Michigan,2025-05-23 16:23:45,New
Good Guys Lawn Care,(734) 470-4070,https://www.getgoodguys.com/,"2075 W Stadium Blvd #3852, Ann Arbor, MI 48106, United States",Landscaping,Michigan,2025-05-23 16:23:45,New
Great Outdoors,(734) 359-6241,https://www.gogreatoutdoors.com/,"38 S Staebler Rd, Ann Arbor, MI 48103, United States",Landscaping,Michigan,2025-05-23 16:23:45,New
Canopy Landscapes,(734) 677-7033,http://canopylandscapes.com/,"2900 S Wagner Rd, Ann Arbor, MI 48103, United States",Landscaping,Michigan,2025-05-23 16:23:46,New
Great Lakes Gardening,(734) 904-2901,http://greatlakesgardening.org/,"3784 Pontiac Trail, Ann Arbor, MI 48105, United States",Landscaping,Michigan,2025-05-23 16:23:46,New
Aaron's Lawn Care Inc.,(734) 333-9974,https://www.aaronslawncare.com/,"3802 Bemis Rd, Ypsilanti, MI 48197, United States",Landscaping,Michigan,2025-05-23 16:23:46,New
ANN ARBOR LANDSCAPING INC,(734) 845-1722,,"3200 E North Territorial Rd E, Ann Arbor, MI 48105, United States",Landscaping,Michigan,2025-05-23 16:23:46,New
CA's Landscaping,(734) 945-0844,https://m.facebook.com/pages/category/Patio-Garden/CAs-Landscaping-268257633681367/posts/,"508 Snyder Ave, Ann Arbor, MI 48103, United States",Landscaping,Michigan,2025-05-23 16:23:46,New
Turner's Garden Center & Landscaping,(734) 663-7600,http://turnersannarbor.com/,"4431 S Wagner Rd, Ann Arbor, MI 48103, United States",Landscaping,Michigan,2025-05-23 16:23:46,New
Loy's Landscaping,(734) 668-1236,http://www.loyslandscaping.com/,"6702 Park Rd, Ann Arbor, MI 48103, United States",Landscaping,Michigan,2025-05-23 16:23:46,New
Electric Lawn Company,(734) 215-9575,http://www.electriclawncompany.com/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=1008258178794818115,"450 S Maple Rd Suite 861, Ann Arbor, MI 48103, United States",Landscaping,Michigan,2025-05-23 16:23:46,New
Turner's Greenscape,(734) 663-7600,https://turnersgreenscape.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp,"4460 Ann Arbor-Saline Rd, Ann Arbor, MI 48103, United States",Landscaping,Michigan,2025-05-23 16:23:47,New
NetZero Tree & Lawn Care,(734) 519-7800,https://netzerotreecare.com/,"2232 S Main St, Ann Arbor, MI 48103, United States",Landscaping,Michigan,2025-05-23 16:23:47,New
Green Magic Growers,(734) 665-3947,,"1200 Bydding Rd, Ann Arbor, MI 48103, United States",Landscaping,Michigan,2025-05-23 16:23:47,New
Slater Lawn Services,(734) 717-3766,,"2200 Steeplechase Dr, Ann Arbor, MI 48103, United States",Landscaping,Michigan,2025-05-23 16:23:47,New
"Salient Landscaping, Inc.",(734) 337-3261,http://www.salientlandscaping.com/,"67 Redman Rd, Milan, MI 48160, United States",Landscaping,Michigan,2025-05-23 16:23:47,New
Adapt Landscapes,,https://www.adaptlandscapes.com/,"1634 Traver Rd, Ann Arbor, MI 48105, United States",Landscaping,Michigan,2025-05-23 16:23:47,New
"Greenway Landscaping, LLC",(248) 299-5296,http://www.green-way.biz/,"2551 Auburn Rd, Auburn Hills, MI 48326, United States",Landscaping,Michigan,2025-05-23 16:23:48,New
Timberland Landscape Inc,(248) 276-8800,http://www.timberland-landscape.com/,"2005 Pontiac Rd, Auburn Hills, MI 48326, United States",Landscaping,Michigan,2025-05-23 16:23:48,New
Miller Landscape,(248) 391-2889,https://www.millerlandscape.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp,"815 Brown Rd, Orion Township, MI 48359, United States",Landscaping,Michigan,2025-05-23 16:23:48,New
Higher Ground Landscaping Services,(248) 821-7188,http://highergroundlandscaping.net/,"3509 Fountain Ln, Auburn Hills, MI 48326, United States",Landscaping,Michigan,2025-05-23 16:23:48,New
Platinum Landscape,(586) 871-5330,https://platinumlandscapemi.com/locations/pontiac-michigan,"1125 Perry St Suite 201, Pontiac, MI 48340, United States",Landscaping,Michigan,2025-05-23 16:23:49,New
ExperiGreen & Top Lawn,(248) 560-4727,https://toplawn.com/?utm_source=experigreen&utm_medium=localseo&utm_campaign=gbp,"32 S Squirrel Rd, Auburn Hills, MI 48326, United States",Landscaping,Michigan,2025-05-23 16:23:49,New
Chad's Landscaping Inc,(248) 363-1122,http://chadslandscaping.com/,"1179 Sylvertis Rd suite a, Waterford Township, MI 48328, United States",Landscaping,Michigan,2025-05-23 16:23:49,New
Haley Stone Supply - Auburn Hills,(248) 276-9300,http://www.haleystone.net/,"3600 Lapeer Rd, Auburn Hills, MI 48326, United States",Landscaping,Michigan,2025-05-23 16:23:49,New
Courtyard Stone & Landscape INC,(248) 309-3136,http://www.courtyardstone.com/,"681 Brown Rd, Orion Twp, MI 48359, United States",Landscaping,Michigan,2025-05-23 16:23:49,New
Design One Landscaping Corp.,(248) 391-9800,https://www.designoneinc.com/,"2247 957 Brown Rd, Lake Orion, MI 48359, United States",Landscaping,Michigan,2025-05-23 16:23:49,New
Highland Horticultural Services,(248) 379-1768,http://www.highlandhort.com/,"2393 Pontiac Rd, Auburn Hills, MI 48326, United States",Landscaping,Michigan,2025-05-23 16:23:49,New
D.T.W. Lawnscaping LLC,(248) 202-8045,http://www.facebook.com/dtwlawnscaping,"2800 Patrick Henry Rd #602, Auburn Hills, MI 48326, United States",Landscaping,Michigan,2025-05-23 16:23:49,New
Auburn Oaks Garden Center and Wholesale Nursery,(248) 852-2310,http://www.auburnoaksnursery.com/,"3820 W Auburn Rd, Rochester Hills, MI 48309, United States",Landscaping,Michigan,2025-05-23 16:23:50,New
White Maple Landscaping - Farmington Hills,(248) 230-8888,https://whitemaplelandscaping.com/,"32969 Hamilton Ct #138f, Farmington Hills, MI 48334, United States",Landscaping,Michigan,2025-05-23 16:23:50,New
Green Meadows Lawnscape,(586) 510-1000,http://greenmeadowslawnscape.com/,"2359 Avon Industrial Dr, Rochester, MI 48309, United States",Landscaping,Michigan,2025-05-23 16:23:50,New
Kenney Landscaping,(248) 266-5590,https://www.kenneylandscape.com/,"301 Hacker St, Rochester Hills, MI 48307, United States",Landscaping,Michigan,2025-05-23 16:23:50,New
Breen's Landscape & Supply Center,(248) 674-1127,https://www.breenslandscape.com/,"4495 Highland Rd, Waterford, MI 48328, United States",Landscaping,Michigan,2025-05-23 16:23:50,New
Pure Turf & Tree,(248) 321-2991,http://pureturfandtree.com/,"70 S Squirrel Rd # T, Auburn Hills, MI 48326, United States",Landscaping,Michigan,2025-05-23 16:23:50,New
Outdoor Landscape and Supplies,(269) 979-8811,http://outdoorlandscapeandsupplies.com/,"1130 Watkins Rd, Battle Creek, MI 49015, United States",Landscaping,Michigan,2025-05-23 16:23:51,New
Hamilton Landscape Supply,(269) 207-8969,https://hamiltonlandscapesupply.com/,"20612 Capital Ave NE, Battle Creek, MI 49017, United States",Landscaping,Michigan,2025-05-23 16:23:51,New
Battle Creek Landscape Service,(269) 965-9000,http://www.battlecreeklandscapeservice.com/,"13985 Renton Rd, Battle Creek, MI 49015, United States",Landscaping,Michigan,2025-05-23 16:23:51,New
Brandon Smith Landscaping,(269) 316-0588,https://www.facebook.com/BrandonSmithLandscapingLawnMaintenance,"S Bedford Rd, Battle Creek, MI 49037, United States",Landscaping,Michigan,2025-05-23 16:23:51,New
AHS Property Care & Landscape Supply,(269) 965-6748,http://www.ahspropertycare.com/,"696 N 20th St, Springfield, MI 49037, United States",Landscaping,Michigan,2025-05-23 16:23:52,New
Living Water Landscaping,(269) 962-0799,,"120 Glendale Ave, Battle Creek, MI 49017, United States",Landscaping,Michigan,2025-05-23 16:23:52,New
Allison's Landscape & Design,(269) 420-8996,,"485 Sylvan Dr, Battle Creek, MI 49017, United States",Landscaping,Michigan,2025-05-23 16:23:52,New
Gardner Brothers Topsoil,(269) 209-2066,https://gardnerbrotherstopsoil.com/,"400 24th St N, Springfield, MI 49037, United States",Landscaping,Michigan,2025-05-23 16:23:52,New
ROUGH CUT LAWN CARE L.L.C,(269) 823-5910,https://roughcutlawncarellc.com/,"268 Timber Ln, Battle Creek, MI 49037, United States",Landscaping,Michigan,2025-05-23 16:23:52,New
Cutting Edge LawnCare & Landscape,(269) 963-7699,http://cuttingedgemichigan.com/,"134 La Grange Ave, Battle Creek, MI 49014, United States",Landscaping,Michigan,2025-05-23 16:23:52,New
Greenscape Services,(269) 968-4977,http://www.greenscapeservices.com/,"2810 W Dickman Rd, Springfield, MI 49037, United States",Landscaping,Michigan,2025-05-23 16:23:52,New
Right Choice Lawn and Landscape,(269) 965-5296,http://rightchoicelawnandlandscape.com/,"21043 Bauman Rd, Battle Creek, MI 49017, United States",Landscaping,Michigan,2025-05-23 16:23:52,New
Hamilton Landscape Supply & Garden Center,(269) 965-6570,https://hamiltonlandscapesupply.com/,"15200 Beadle Lake Rd, Battle Creek, MI 49014, United States",Landscaping,Michigan,2025-05-23 16:23:53,New
Hatchells Lawncare LLC,(269) 601-1751,,"164 W Fountain St, Battle Creek, MI 49037, United States",Landscaping,Michigan,2025-05-23 16:23:53,New
Upston & Associates,(269) 964-0805,,"5 Minges Ln, Battle Creek, MI 49015, United States",Landscaping,Michigan,2025-05-23 16:23:53,New
Mgm Lawncare & Maintenance,(269) 883-0420,,"162 Green St, Battle Creek, MI 49014, United States",Landscaping,Michigan,2025-05-23 16:23:53,New
AllStar Property Maintenance,(269) 986-7200,https://allstarpropertymaintenancellc.com/,"4 Shadywood Ln, Battle Creek, MI 49015, United States",Landscaping,Michigan,2025-05-23 16:23:53,New
EcoGrass Lawn Care L.L.C,(269) 986-8210,https://www.facebook.com/share/18oGUoWq4n/?mibextid=wwXIfr,"953 Capital Ave NE, Battle Creek, MI 49017, United States",Landscaping,Michigan,2025-05-23 16:23:53,New
Riverview Excavating,(269) 964-4684,,"1990 E Columbia Ave, Battle Creek, MI 49015, United States",Landscaping,Michigan,2025-05-23 16:23:53,New
"Bay Landscaping, Inc.",(989) 893-0000,https://baylandscaping.net/?utm_source=gbp&utm_medium=local_organic&utm_campaign=gbp_listing,"1630 NSE, SE Boutell Rd, Essexville, MI 48732, United States",Landscaping,Michigan,2025-05-23 16:23:56,New
