Business Name,Address,Phone,Website,Email
Dr. Michael W. Dagostino,"6887 Ridge Rd, Parma, OH 44129, United States",(440) 842-2171,https://drdagostino.com/,DrMDagostino@aol.com
Premier Smiles Orthodontics,"5603 Ridge Rd, Parma, OH 44129, United States",(440) 882-3636,http://www.premiersmilesortho.com/,
David R Beckman DDS,"6363 York Rd #201, Parma Heights, OH 44130, United States",(440) 886-4030,http://www.beckmandental.com/,
Boyko Dental,"5851 Pearl Rd # 100, Parma Heights, OH 44130, United States",(440) 885-0038,https://boykodental.com/,
Kulick Dental,"7393 Broadview Rd ste g, Seven Hills, OH 44131, United States",(216) 236-6300,http://www.kulickdental.com/,
"Southwest Endodontics & Periodontics, Inc.","1000 W Wallings Rd Suite B, Broadview Heights, OH 44147, United States",(440) 546-1116,http://www.swendoperio.com/,
Avery Dental Group,"8200 Avery Rd, Broadview Heights, OH 44147, United States",(440) 526-4866,http://www.averydentalgroup.com/,
"Mariam Makram-Rofail, DDS","15424 Bagley Rd, Middleburg Heights, OH 44130, United States",(440) 888-6707,https://www.makram-rofaildds.com/,
Brecksville Dental Excellence,"8423 Chippewa Rd, Brecksville, OH 44141, United States",(440) 546-9494,https://www.brecksvilledentalexcellence.com/,
"Dental Dynamic Staffing, LLC","6405 York Rd, Cleveland, OH 44130, United States",(440) 481-3131,http://www.dentaldynamicstaffing.com/,staff@dentaldynamicstaffing.com
"Zenon Farian, DDS","229 E Wallings Rd, Broadview Heights, OH 44147, United States",(440) 526-9100,http://www.drfarian.com/,
"Andrew W. Skorobatckyj, DDS","7444 State Rd, Parma, OH 44134, United States",(440) 842-8015,http://www.skororthodontics.com/,
Parma Ridge Family Dental: Rebecca Mintz-Gecovich DDS,"6789 Ridge Rd # 306, Cleveland, OH 44129, United States",(440) 845-6420,http://parmaridgefamilydental.com/,
Sobecks Jeffrey S DDS,"6325 York Rd #302, Parma Heights, OH 44130, United States",(440) 888-5591,http://www.jeffreysobecksdds.com/,
Parma Oral Surgery and Implant Center,"6789 Ridge Rd Suite 205, Parma, OH 44129, United States",(440) 340-4222,http://www.cleoms.com/,
Dr. Deborah Liederbach DDS,"5672 Ridge Rd, Cleveland, OH 44129, United States",(440) 886-0770,,
River Family Dentistry,"21851 Center Ridge Rd #415, Rocky River, OH 44116, United States",(440) 333-1915,https://www.myriverfamilydentist.com/,
Refresh Dental,"7043 Pearl Rd, Middleburg Heights, OH 44130, United States",(440) 845-7900,http://www.gorefreshdental.com/locations/refresh-dental-middleburg-heights/?y_source=1_NTkxODkwNy03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,35005@nadentalgroup.com
Spring & Sprout Pediatric Dentistry and Orthodontics,"15380 Bagley Rd, Middleburg Heights, OH 44130, United States",(440) 530-9336,https://www.1kidsdentist.com/?utm_source=Google&utm_medium=Local&utm_campaign=Local&utm_content=GMB,
"Aerni Dental: William M. Aerni, DDS","11177 Pearl Rd, Strongsville, OH 44136, United States",(440) 457-8200,https://aernidental.com/,info@aernidental.com
"Todd P. Miker, DDS","7057 W 130th St #302, Parma Heights, OH 44130, United States",(440) 887-1121,http://toddmikerdds.com/,
TruSmiles Dental,"19053 Bagley Rd, Middleburg Heights, OH 44130, United States",(440) 843-1500,https://www.trusmilesdental.net/,
"Jaffe, Barry R DDS","6285 Pearl Rd, Cleveland, OH 44130, United States",(440) 845-0700,http://brjaffedds.com/,tjd@brjaffedds.com
Middleburg Hts Dental Care,"7123 Pearl Rd Suite 100, Middleburg Heights, OH 44130, United States",(216) 545-0820,,
Cuglewski & Associates D.D.S. Inc,"5998 State Rd, Parma, OH 44134, United States",(440) 884-0640,,
Hewko Michael P DDS,"5747 Pearl Rd, Parma, OH 44129, United States",(440) 884-4800,http://mphdental.com/,
Today's Dentistry,"4301 Ridge Rd, Brooklyn, OH 44144, United States",(216) 749-0747,,
Canton Family Dentistry,"603 13th St NW, Canton, OH 44703, United States",(330) 453-8787,http://www.cantonfamilydentistryinc.com/,-453-9292cantonfamilydentistryinc@gmail.com
Great Expressions Dental Centers - Canton Ohio,"4957 Tuscarawas St W, Canton, OH 44708, United States",(330) 249-1134,https://www.greatexpressions.com/dental-offices/dentist-in-canton-ohio/,PatientServices@GreatExpressions.com
DentalWorks & Orthodontics Belden Plaza,"4220 Belden Village St NW, Canton, OH 44718, United States",(234) 999-4229,https://www.dentalworks.com/offices/ohio/belden-plaza/?utm_source=GMB&utm_medium=organic,
Canton Dental Group,"2205 Tuscarawas St E, Canton, OH 44707, United States",(330) 453-7299,,
"Said Dental: Bassem Said, DDS","4565 Dressler Rd NW STE 102, Canton, OH 44718, United States",(330) 522-1922,https://www.saiddental.com/?utm_campaign=gmb,
Canton South Dental,"3702 Cleveland Ave SW, Canton, OH 44707, United States",(330) 484-6401,http://www.cantonsouthdental.com/,
"Canton Dentists: Drs. Greenbaum, Timpner, Watkins, & Hadidi","42301 Cherry Hill Rd, Canton, MI 48188, United States",(734) 981-4040,http://www.cantondentists.com/,
Rhonda F. Company DDS Andrea M. Company DDS & Associates General Dentistry,"1470 W Valentine Cir NW, Canton, OH 44708, United States",(330) 455-0706,http://www.companydds.com/,
"Drs. Henzel and Smith, Inc.","3940 Fulton Dr NW, Canton, OH 44718, United States",(330) 493-3940,http://www.drshenzelsmith.com/,
Roth Family Dentistry,"4124 Fulton Dr NW, Canton, OH 44718, United States",(330) 493-3595,http://www.rothfamilydentist.com/,info@rothfamilydentist.com
Ash Family Dental,"4425 Fulton Dr NW, Canton, OH 44718, United States",(234) 458-8088,https://ashfamilydental.com/?utm_source=NEXT&utm_medium=Google_website,jash@usethefuzzyend.com
Walton Dental Group (Formerly Utterback Dental),"2414 Whipple Ave NW, Canton, OH 44708, United States",(330) 479-0072,https://waltondentalgroup.com/,
"Dr. Levani Jangirashvili, D.D.S, F.A.G.D","911 N Main St, North Canton, OH 44720, United States",(330) 498-9900,https://www.levanidds.com/,
Vani M. Patibandla DDS,"3507 Cleveland Ave NW, Canton, OH 44709, United States",(330) 452-0695,http://www.patibandladental.com/,drpatibandladds@gmail.comB
Merit Dental - North Canton,"1515 Portage St NW STE D, North Canton, OH 44720, United States",(330) 521-2689,https://meritdental.com/dental-office/north-canton/?utm_source=generic&utm_medium=profiles&utm_campaign=local_profiles,
Pavlick Dental,"3215 Cleveland Ave NW, Canton, OH 44709, United States",(330) 492-1500,https://www.pavlickdental.com/,
Farinacci Dental Care- Ohio Smile Center,"1225 S Main St F, North Canton, OH 44720, United States",(330) 497-7302,http://www.ohiosmilecenter.com/,
"Aspen Dental - Canton, OH","4550 Belden Village St NW, Canton, OH 44718, United States",(330) 499-4600,"https://www.aspendental.com/dentist/oh/canton/4550-belden-village-st-nw?utm_source=googleplaces&utm_medium=lociqgoogleplaces&utm_campaign=Canton,OH-Canton_OH-0491&utm_content=listing",
Great Expressions Dental Centers - North Canton,"129 Easton St NE # 101, Canton, OH 44721, United States",(330) 578-4369,https://www.greatexpressions.com/dental-offices/dentist-in-north-canton-ohio/,PatientServices@GreatExpressions.com
Christina Brinda DDS,"7396 Wales Ave NW, North Canton, OH 44720, United States",(330) 498-0668,http://www.brindadental.com/,OHinfo@brindadental.com
Williams & Johnson Family Dental,"4774 Munson St NW #303, Canton, OH 44718, United States",(330) 497-7700,http://www.wjfamilydental.com/,
Lifecare Family Health & Dental Center,"2725 Lincoln St E, Canton, OH 44704, United States",(330) 454-2000,https://www.lifecarefhdc.org/,
Buckeye Dental Group LLC,"7265 Portage St NW #A, Massillon, OH 44646, United States",(330) 498-9730,http://www.buckeyedentalgroup.com/,information@buckeyedentalgroup.comH
Amison Dental Group,"3684 A Dressler Rd NW, Canton, OH 44718, United States",(330) 452-2255,http://www.amisondentalgroup.com/,
"Canton Family Dentist: Dr. Rekha Palli, DDS","4081 Canton Ctr Rd, Canton, MI 48188, United States",(734) 398-0515,http://www.cantonfamilydentist.com/,info@cantonfamilydentist.com
"Thomas & Associates, DDS","1421 Portage St NW, North Canton, OH 44720, United States",(330) 494-2111,https://www.thomas-dental.com/,
Osborne Family Dental,"901 Schneider St SE, North Canton, OH 44720, United States",(330) 499-1066,http://www.osbornefamilydental.com/,
"Danner Dental - Canton, OH","4385 Everhard Rd NW, Canton, OH 44718, United States",(234) 425-6753,https://dannerdental.com/?utm_source=GMB&utm_medium=Organic&utm_campaign=LocalBusiness,info@dannerdental.com
Terhune Dental,"4088 Holiday St NW, Canton, OH 44718, United States",(330) 499-1926,http://www.terhunedental.com/,
Canton Family Dental,"7676 N Canton Center Rd, Canton, MI 48187, United States",(734) 354-9500,http://www.cantonfamilydentalmi.com/,
Minter Dentistry,"2694 Easton St NE, Canton, OH 44721, United States",(330) 662-5454,https://minterdentistry.com/,
Munson Dental And Facial Aesthetics - Dr. Stefanie Cain,"4811 Munson St NW, Canton, OH 44718, United States",(234) 215-2735,https://munsondental.com/,
Canton Pediatric Dental Center,"3934 Everhard Rd NW, Canton, OH 44709, United States",(330) 994-0205,http://www.cantonkidsdental.com/,
Dental Sleep Solutions of Northeast Ohio,"2416 Whipple Ave NW, Canton, OH 44708, United States",(330) 510-2585,http://www.dentalsleepohio.com/,dssneohio@gmail.com
Pediatric Dental Specialist,"3801 Whipple Ave NW #4, Canton, OH 44718, United States",(330) 491-7777,https://www.kidsteethspecialist.com/,info@kidsteethspecialist.com
Canton-Plymouth Family Dentistry,"2200 N Canton Center Rd #100a, Canton, MI 48187, United States",(734) 999-3344,https://www.cpfamilydentistry.com/,
GumCare and Implant Specialists LLC - Dr. Karim Basta,"4410 Executive Cir NW, Canton, OH 44718, United States",(330) 494-7004,https://www.icgums.com/,
"Guy B. Hisrich, DDS","4264 Fulton Dr NW, Canton, OH 44718, United States",(330) 493-8400,http://www.guyhisrichdds.com/,
Summit Dental North Canton,"512 S Main St, North Canton, OH 44720, United States",(330) 492-7889,http://www.summitdentalohio.com/,
Mallette Dental | Jeffrey A Mallette DDS,"4024 Dressler Rd NW, Canton, OH 44718, United States",(330) 479-8646,https://mallettedental.com/,office@MalletteDental.comT
American Dental Center,"4957 Tuscarawas St W, Canton, OH 44708, United States",(330) 478-5111,,
Shelly L Boss Inc,"4097 Fulton Dr NW, Canton, OH 44718, United States",(330) 492-1730,http://www.slbossdds.com/,
"Dr. Timothy A. Morris, DDS","2223 Fulton Rd NW, Canton, OH 44709, United States",(330) 455-7613,https://www.facebook.com/thecantondentist,
Dr. Craig A. Balloon D.D.S.,"2410 Cleveland Ave NW, Canton, OH 44709, United States",(330) 453-9980,,
"Heidi L. Rosenthal, DDS","815 Schneider St SE, North Canton, OH 44720, United States",(330) 499-2367,http://www.northcantondentist.com/,
"Bruce E. Treiber, DDS","3684 Dressler Rd NW, Canton, OH 44718, United States",(330) 997-3673,,
"Erwin T. Su, DDS - Pediatric Dentistry","6655 Frank Ave NW, North Canton, OH 44720, United States",(330) 970-2859,http://drerwinsu.com/,
Family Dental Team Inc,"4227 Tuscarawas St W, Canton, OH 44708, United States",(330) 454-7700,https://www.akronbestdentist.com/,555-555-5555mymail@mailservice.com
"Van Hala Dental Group, LLC.","1515 Portage St NW STE I, North Canton, OH 44720, United States",(330) 494-0646,http://vanhaladental.com/,
Ganser Dental,"3511 Whipple Ave NW, Canton, OH 44718, United States",(330) 493-1876,http://www.ganserdental.com/,info@ganserdental.com
Dietrich Dental Implants & Oral Surgery,"4774 Munson St NW STE 102, Canton, OH 44718, United States",(330) 494-6653,http://www.ohiooralandfacialsurgery.com/?utm_source=google&?utm_medium=organic&?utm_campaign=GMB&?utm_content=website,
Dr. Gregory Ganser DDS,"3511 Whipple Ave NW, Canton, OH 44718, United States",(330) 493-1876,http://www.ganserdental.com/dr-gregory-w-ganser-dds.html,
Thomas M. Paumier DDS,"2900 Whipple Ave NW, Canton, OH 44708, United States",(330) 478-1459,http://www.thomaspaumierdds.com/,
Julie M. Thomas DDS,"1437 S Main St, North Canton, OH 44720, United States",(330) 244-9081,http://www.drjuliethomas.com/,
Michael S Winick DDS LLC,"4774 Munson St NW #300, Canton, OH 44718, United States",(330) 493-3636,http://www.winickendo.com/,
Mercy Health - Youngstown Dental Care,"1001 Covington St, Youngstown, OH 44510, United States",(330) 480-3195,https://www.mercy.com/locations/specialty-locations/other-locations/mercy-health-youngstown-dental-care?utm_source=google&utm_medium=organic&utm_content=local_website_link,
Jamboree Dental,"3353 Mahoning Ave, Youngstown, OH 44509, United States",(330) 792-9600,https://www.jamboreekidsdental.com/?utm_source=GMBSocialClimb&utm_medium=JamboreeDental,
Pristine Dental,"127 Churchill Hubbard Rd, Youngstown, OH 44505, United States",(330) 759-4550,https://www.pristinedentalpros.com/,
DentalWorks & Orthodontics Southern Park Boardman,"930 Boardman Poland Rd, Youngstown, OH 44512, United States",(234) 260-8511,https://www.dentalworks.com/offices/ohio/southern-park/?utm_source=GMB&utm_medium=organic,
Dental Express,"6540 South Ave, Boardman, OH 44512, United States",(330) 758-6165,https://godentalexpress.com/boardman-south?y_source=1_NTkxODg2NC03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,350002@nadentalgroup.com
Degenova Mark D DDS,"4530 Youngstown-Poland Rd, Youngstown, OH 44514, United States",(330) 755-2039,https://www.markdegenovadds.com/,
Youngstown Community Health Center (ONE Health Ohio),"726 Wick Ave, Youngstown, OH 44505, United States",(330) 747-9551,http://onehealthohio.org/,
Refresh Dental Austintown,"5600 Mahoning Ave, Austintown, OH 44515, United States",(330) 318-3150,http://www.gorefreshdental.com/locations/refresh-dental-austintown/?y_source=1_NTkxODg5NC03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,35030@nadentalgroup.com
"Johanna S. Nogay, DMD LLC","8170 South Ave #1, Boardman, OH 44512, United States",(330) 953-1008,http://www.boardmansmiles.com/,
Bertolasio Paul M DDS,"26 Wilson Ave A, Girard, OH 44420, United States",(330) 545-2000,http://bertolasiodental.com/,paulbdds@outlook.comC
"Dr. John's Family Dentistry (John J. Rothrauff, DDS)","20 E McKinley Way, Youngstown, OH 44514, United States",(330) 757-7713,http://www.drjohnsfamilydentistry.com/,
Skurich Immediate Dental Youngstown,"726 Wick Ave, Youngstown, OH 44505, United States",(831) 259-5557,,
"Aspen Dental - Poland, OH - Boardman","1320 Boardman Poland Rd, Poland, OH 44514, United States",(330) 629-8829,"https://www.aspendental.com/dentist/oh/poland/1320-boardman-poland-road?utm_source=googleplaces&utm_medium=lociqgoogleplaces&utm_campaign=Poland,OH-Poland_OH-6377&utm_content=listing",
Orlosky Dental,"290 S Canfield-Niles Rd # B, Youngstown, OH 44515, United States",(330) 516-9037,http://www.orloskydental.com/,
DeChellis & Stonestreet Dentistry,"60 Marwood Cir, Youngstown, OH 44512, United States",(330) 726-8060,http://www.dechellisdentistry.com/,
Dental Urgent Care,"2718 Mahoning Ave, Youngstown, OH 44509, United States",(330) 679-4474,,
"Dr. David Castilla, DDS","5100 Belmont Ave, Youngstown, OH 44505, United States",(330) 759-1771,,
Austin Square Dental Group,"5121 Mahoning Ave, Youngstown, OH 44515, United States",(330) 792-1485,,
Begezda Stephen M DDS,"935 Trailwood Dr STE B, Youngstown, OH 44512, United States",(330) 726-9091,,
Mill Creek Oral & Maxillofacial Surgery Associates,"5437 Mahoning Ave, Austintown, OH 44515, United States",(330) 792-2501,https://www.millcreekoralsurgery.com/,
Johnson Family Dental,"7260 West Blvd Bldg. G, Boardman, OH 44512, United States",(330) 758-8388,http://robertcjohnsondds.com/,
Northside Dental Center (ONE Health Ohio),"500 Gypsy Lane Medical, Building A (3rd Floor, Youngstown, OH 44504, United States",(330) 469-2049,http://www.onehealthohio.org/,
"Robert J. Durick, DDS Inc. Complete Family Dentistry","6205 Market St, Youngstown, OH 44512, United States",(330) 726-6205,,
"Melissa Mullane Padgett, D.D.S.","1006 Boardman-Canfield Rd #3, Youngstown, OH 44512, United States",(330) 726-6700,http://www.melissapadgettdental.com/,
Exquisite Dental Care,"5711 Shields Rd Ste A, Canfield, OH 44406, United States",(330) 533-0804,http://exquisitedentalcareoh.com/?utm_source=gbp&utm_medium=organic&utm_campaign=yext_listing,
Premier Dental of Austintown,"5669 Mahoning Ave # A, Austintown, OH 44515, United States",(330) 792-2749,https://www.premierdentalohio.com/austintown/?utm_source=Local&utm_medium=Organic&utm_campaign=Google-Local&utm_content=Austintown,
"Dr. James C. Ramunno, DDS","2670 S Raccoon Rd # 2, Youngstown, OH 44515, United States",(330) 793-1343,http://www.jamescramunnodds.com/,
"Rajiv Taneja DMD, Inc.","5121 Mahoning Ave #202, Youngstown, OH 44515, United States",(330) 783-0202,,
Taylor Made Dental,"8430 Market St, Youngstown, OH 44512, United States",(330) 758-0505,https://www.taylormadedentalohio.com/,
"Rachel E. Doan, DDS","5669 Mahoning Ave # A, Austintown, OH 44515, United States",(330) 792-2749,https://premierdentalohio.com/our-dentists/dr-rachel-doan/?utm_source=Local&utm_medium=Organic&utm_campaign=Local-Listings&utm_content=Doan,
Dura Dental Center,"4139 Boardman-Canfield Rd STE 300, Canfield, OH 44406, United States",(330) 793-3142,http://www.duradentalcenter.com/,info@DuraDentalCenter.com
Premier Dental of Canfield,"13 Lisbon St, Canfield, OH 44406, United States",(330) 533-5666,https://www.premierdentalohio.com/canfield/?utm_source=Local&utm_medium=Organic&utm_campaign=Google-Local&utm_content=Canfield,
VICTOR L HEYMAN DDS,"32 Goldie Rd #1/2, Youngstown, OH 44505, United States",(330) 759-7821,,
Mercy Health,"1215 Belmont Ave, Youngstown, OH 44504, United States",(330) 480-6428,https://www.mercy.com/,
Flere Todd D DDS,"1041 E Liberty St, Girard, OH 44420, United States",(330) 759-8425,,
Ragozine Richard R DDS,"28 Main St, Girard, OH 44420, United States",(330) 545-8120,http://www.ragozinedentalcare.com/,ragozinedentalcare@yahoo.com
Donald W Begezda DDS,"2324 Mahoning Ave, Youngstown, OH 44509, United States",(330) 799-7374,,
Billy Mark L DDS,"5437 Mahoning Ave #12, Youngstown, OH 44515, United States",(330) 792-2501,http://millcreekoralsurgery.com/,
Michael H Leone Inc,"825 Kentwood Dr, Youngstown, OH 44512, United States",(330) 758-0501,,
Precision Orthodontics,"6540 South Ave, Boardman, OH 44512, United States",(330) 758-6165,https://precision-smiles.com/?y_source=1_NjE0MTMyMy03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,
"Dr. Robert D. Perrott, DMD","7200 Bristlewood Dr, Boardman, OH 44512, United States",(330) 726-0090,http://www.perrottdmd.com/,contact@perrottdmd.com
"Dr. John F. Geletka, DDS","5121 Mahoning Ave, Youngstown, OH 44515, United States",(330) 792-1485,,
Jeffrey D. Spiegle DDS,"7087 West Blvd # 2, Youngstown, OH 44512, United States",(330) 729-9112,,
DentalWorks & Orthodontics Eastwood Niles,"5555 Youngstown Warren Rd #908, Niles, OH 44446, United States",(330) 650-0808,https://www.dentalworks.com/offices/ohio/eastwood-niles/?utm_source=GMB&utm_medium=organic,
Smaldino P Brian DDS,"263 W McKinley Way # 202, Youngstown, OH 44514, United States",(330) 757-2412,,
"Dr. Cesar Augustin, DDS","1320 Boardman Poland Rd, Youngstown, OH 44514, United States",(330) 629-8829,,
Dr. Melinda A. Ross,"3665 Stutz Dr # 2, Canfield, OH 44406, United States",(330) 702-8500,http://www.canfielddentist.com/,drjime2@gmail.comI
Niles Family Dentistry,"827 Robbins Ave, Niles, OH 44446, United States",(330) 652-2676,https://www.nilesfamilydentistry.net/,
"Dr. Jean Kim, DDS","1044 Belmont Ave, Youngstown, OH 44504, United States",(330) 746-7211,,
Anthony Gambone DDS,"813 Catalina Ave, Youngstown, OH 44510, United States",(330) 747-9051,,
Crozier Jr David J DDS,"1320 Boardman Poland Rd, Youngstown, OH 44514, United States",(330) 629-8829,,
Craig III John V DDS - Boardman Ohio Dentist,"725 Boardman-Canfield Rd, Boardman, OH 44512, United States",(330) 726-8886,http://www.drjohnvcraig.com/,
Robert C. Johnson DDS,"7260 West Blvd G, Youngstown, OH 44512, United States",(330) 758-8388,http://robertcjohnsondds.com/about-us/,
Dr. Douglas Styka,"1001 Covington St, Youngstown, OH 44510, United States",(330) 480-3195,,
Manor Avenue Dental Clinic,"300 E Manor Ave, Youngstown, OH 44514, United States",(330) 755-0735,,
Jackanich Jr Paul J DDS,"841 Southwestern Run STE 1, Youngstown, OH 44514, United States",(330) 629-2270,,
Lorain Family Dental,"4560 Oberlin Ave, Lorain, OH 44053, United States",(440) 434-2990,,
Team Leatherman Care Dentistry,"6100 S Broadway, Lorain, OH 44053, United States",(440) 233-8521,https://loraincosmeticdentist.com/,
Lorain County Health & Dentistry,"1205 Broadway, Lorain, OH 44052, United States",(440) 240-1655,http://www.lorainhealth-dentistry.org/,
Whispering Pines Dental,"690 Cooper Foster Park Rd, Lorain, OH 44053, United States",(440) 282-2023,http://www.whisperingpinesdental.com/,info@whisperingpinesdental.com
Merit Dental - Lorain,"5000 Oberlin Ave, Lorain, OH 44053, United States",(440) 624-6254,https://meritdental.com/dental-office/lorain/?utm_source=generic&utm_medium=profiles&utm_campaign=local_profiles,
Leidenheimer Dental Group,"42707 N Ridge Rd, Elyria, OH 44035, United States",(440) 324-3441,http://ldgdental.com/,smiles@ldgdental.com
"C.R. Sfeir D.D.S., General Dentistry","1300 Cooper Foster Park Rd, Lorain, OH 44053, United States",(440) 960-5200,http://www.fixyourtooth.com/,960-5200sfeirdental@yahoo.com
Jennifer G. Robb DMD,"1320 Cooper Foster Park Rd, Lorain, OH 44053, United States",(440) 960-1940,http://www.drjrobb.com/,
Oberlin Ave Dental,"4800 Oberlin Ave, Lorain, OH 44053, United States",(440) 960-1059,http://www.oberlinavedental.com/,office@oberlinavedental.com
"Matthew A. Stempowski, DDS","1936 Cooper Foster Park Rd, Lorain, OH 44053, United States",(440) 233-4155,http://www.navydds.com/,navyddsoffice@gmail.com
Bruce A Weitz Inc,"1700 Cooper Foster Park Rd, Lorain, OH 44053, United States",(440) 282-1396,http://www.bruceaweitzddsinc.com/,mymail@mailservice.com
"Gregory Sy DDS, & Associates, Inc.","1755 Cooper Foster Park Rd, Amherst, OH 44001, United States",(440) 737-2672,https://gregorysydds.com/,info@gregorysydds.com
Amherst Dental Associates,"255 S Main St, Amherst, OH 44001, United States",(440) 988-5711,http://www.amherstdentalassociates.com/,AmherstDental255@gmail.com
Douglas D. Means DMD,"1710 Cooper Foster Park Rd # A, Lorain, OH 44053, United States",(440) 282-3642,http://www.douglasdmeansdmd.com/,
David A. Rositano D.D.S,"4800 Oberlin Ave, Lorain, OH 44053, United States",(440) 960-1059,http://oberlinavedental.com/,office@oberlinavedental.com
Amherst Family Dentistry,"401 N Leavitt Rd, Amherst, OH 44001, United States",(440) 988-4166,http://www.amherstfamdentistry.com/,
"Daman P Simantiris, DMD","4560 Oberlin Ave, Lorain, OH 44053, United States",(440) 434-2990,,
Harbour Town Dentistry,"628 Main St, Vermilion, OH 44089, United States",(440) 967-6741,https://harbourtowndentistry.com/,
Amherst Neighborhood Dentistry,"2266 Kresge Dr, Amherst, OH 44001, United States",(440) 960-0090,https://www.andentistry.com/,smile@andentistry.com
Signature Smiles Dental,"570 Chestnut Commons Dr, Elyria, OH 44035, United States",(440) 281-8031,https://signaturesmilesfamilydentistry.com/,
John Pyke Dentistry,"33399 Walker Rd STE D, Avon Lake, OH 44012, United States",(440) 933-2549,https://avonlakedental.com/,
G Curtis Russell Inc,"15015 Holiday Dr, Vermilion, OH 44089, United States",(440) 967-7920,,
Deak Medical Dentistry,"10247 Dewhurst Rd Suite 100, Elyria, OH 44035, United States",(440) 406-8181,http://www.deakmedicaldentistry.com/,
Tower Dental Association Inc: Lee Hyo S DDS,"1221 Tower Blvd, Lorain, OH 44053, United States",(440) 282-8413,,
Parkway Endodontics of Lorain,"1550 Cooper Foster Park Rd, Lorain, OH 44053, United States",(440) 960-2660,https://www.parkwayendodontics.com/,
"Aspen Dental - Elyria, OH","6395 Midway Mall, Elyria, OH 44035, United States",(440) 324-2600,"https://www.aspendental.com/dentist/oh/elyria/6395-midway-mall?utm_source=googleplaces&utm_medium=lociqgoogleplaces&utm_campaign=Elyria,OH-Elyria_OH-6411&utm_content=listing",
Advanced Restorative Solutions,"5064 Waterford Dr, Sheffield, OH 44035, United States",(440) 538-1653,https://www.advancedrestorativesolutions.com/,
Vecchio and Schafer DDS,"1288 Abbe Rd N C, Elyria, OH 44035, United States",(440) 365-9580,http://www.vecchiodds.com/,
The Dental Studio of Avon Lake,"32713 Walker Rd, Avon Lake, OH 44012, United States",(440) 933-7950,http://www.dentalstudioavonlake.com/,DentalStudioAL@gmail.com
Dental Care of Oberlin,"309 W Lorain St, Oberlin, OH 44074, United States",(440) 774-2313,https://www.dentalcareofoberlin.com/,
Nagy Family Dental Group,"5201 Abbe Rd N, Sheffield, OH 44035, United States",(440) 937-8878,http://www.scottnagyddsltd.com/,
Orthodontic Specialists of Lorain County Inc.,"1740 Cooper Foster Park Rd, Lorain, OH 44053, United States",(440) 960-2970,https://lorain-orthodontist.com/,info@lorain-orthodontist.com
Minnillo & Marshall Dental - Elyria,"1212 Abbe Rd N STE D, Elyria, OH 44035, United States",(440) 366-3325,https://www.minnillomarshalldental.com/,
Westshore Periodontics and Dental Implants,"38530 Chester Rd # 100, Avon, OH 44011, United States",(440) 471-4711,http://www.westshoreperiodontics.com/,
Avon Pointe Pediatric Dentistry & Orthodontics,"36855 American Way, Avon, OH 44011, United States",(440) 934-0149,http://www.drcrowell.com/,
"CLE Oral and Maxillofacial, Inc. - Amherst","550 N Leavitt Rd, Amherst, OH 44001, United States",(440) 988-3400,http://www.cleoms.com/,
"Leatherman, Thomas G DDS","6100 S Broadway #300, Lorain, OH 44053, United States",(440) 233-8521,http://loraincosmeticdentist.com/,
Julie A. Pruneski DDS,"690 Cooper Foster Park Rd, Lorain, OH 44053, United States",(440) 282-2023,https://whisperingpinesdental.com/meet-the-team/julie-pruneski-dds/,info@whisperingpinesdental.com
"Matthew J. Elbert, D.D.S. Amherst Dental Professionals","1495 Cooper Foster Park Rd, Amherst, OH 44001, United States",(440) 282-5501,http://www.amherstdentalpros.com/,
Weston Dental,"36855 American Way # 2A, Avon, OH 44011, United States",(440) 695-3353,https://westondentaloh.com/,
Tower Dental Association Inc,"1221 Tower Blvd, Lorain, OH 44053, United States",(440) 282-8413,,
"Dr. Scott A. Iliff, DDS","154 Park Ave, Amherst, OH 44001, United States",(440) 984-2521,http://amherstdentistoh.com/,
Avon Lake Family Dental Care,"33398 Walker Rd STE A, Avon Lake, OH 44012, United States",(440) 933-4486,http://www.avonlakedentistry.com/,
Canepa Orthodontics,"150 Cooper Foster Park Rd, Lorain, OH 44053, United States",(440) 233-8546,https://www.canepaortho.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp_listing,
Joseph Kunchik,"1205 Broadway, Lorain, OH 44052, United States",(440) 240-1655,,
Kochenour Orthodontics,"1418 OH-60 #5, Vermilion, OH 44089, United States",(440) 967-0186,https://www.kochenourortho.com/,pageoffice@kochenourortho.comC
"Dr. Meredith L. Griffith, DMD","1507 Lincoln Blvd, Lorain, OH 44055, United States",(440) 233-7847,,
"iSmile Dental- Fahreen Pardhan, DMD","35650 Detroit Rd Ste 101, Avon, OH 44011, United States",(440) 517-1645,https://www.ismiledentalcenter.com/,
Avon Dental Care,"1480 Center Rd, Avon, OH 44011, United States",(440) 937-2273,https://avondentalcare.com/,
Hyatt Family Dental LLC,"301 East Ave, Elyria, OH 44035, United States",(440) 323-2523,http://www.hyattfamilydental.org/,Contacthyattdental@yahoo.com
Avon Smiles,"2199 Clifton Way, Avon, OH 44011, United States",(440) 934-1490,http://www.dentistavon.com/index.php,
